player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper
19357,null,548367,328,MJ Clarke,null,Right-hand bat,Slow left-arm orthodox,Australia,Player,Pune Warriors,Royal Challengers Bangalore,2012,null,31,null,null,null,SPD Smith,V Kohli,RV Uthappa,AB de Villiers
19358,null,548367,330,AP Majumdar,null,Right-hand bat,Legbreak googly,India,Player,Pune Warriors,Royal Challengers Bangalore,2012,null,28,null,null,null,SPD Smith,V Kohli,RV Uthappa,AB de Villiers
19359,null,548367,332,K Upadhyay,null,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Royal Challengers Bangalore,2012,null,26,null,null,null,SPD Smith,V Kohli,RV Uthappa,AB de Villiers
19360,null,548368,50,Harbhajan Singh,null,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Kolkata Knight Riders,2012,null,32,null,null,null,Harbhajan Singh,G Gambhir,KD Karthik,MS Bisla
19361,null,548368,57,RG Sharma,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kolkata Knight Riders,2012,null,25,null,null,null,Harbhajan Singh,G Gambhir,KD Karthik,MS Bisla
19362,null,548368,88,KD Karthik,null,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Kolkata Knight Riders,2012,null,27,null,null,null,Harbhajan Singh,G Gambhir,KD Karthik,MS Bisla
19363,null,548368,97,HH Gibbs,null,Right-hand bat,Right-arm bowler,South Africa,Player,Mumbai Indians,Kolkata Knight Riders,2012,null,38,null,null,null,Harbhajan Singh,G Gambhir,KD Karthik,MS Bisla
19364,null,548368,126,MM Patel,null,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Kolkata Knight Riders,2012,null,29,null,null,null,Harbhajan Singh,G Gambhir,KD Karthik,MS Bisla
19365,null,548368,131,PP Ojha,null,Left-hand bat,Slow left-arm orthodox,India,Player,Mumbai Indians,Kolkata Knight Riders,2012,null,26,null,null,null,Harbhajan Singh,G Gambhir,KD Karthik,MS Bisla
19366,null,548368,133,SR Tendulkar,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kolkata Knight Riders,2012,null,39,null,null,null,Harbhajan Singh,G Gambhir,KD Karthik,MS Bisla
19367,null,548368,147,DR Smith,null,Right-hand bat,Right-arm medium,West Indies,Player,Mumbai Indians,Kolkata Knight Riders,2012,null,29,null,null,null,Harbhajan Singh,G Gambhir,KD Karthik,MS Bisla
19368,null,548368,194,SL Malinga,null,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Kolkata Knight Riders,2012,null,29,null,null,null,Harbhajan Singh,G Gambhir,KD Karthik,MS Bisla
19369,null,548368,208,AT Rayudu,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kolkata Knight Riders,2012,null,27,null,null,null,Harbhajan Singh,G Gambhir,KD Karthik,MS Bisla
19370,null,548368,221,KA Pollard,null,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Kolkata Knight Riders,2012,null,25,null,null,null,Harbhajan Singh,G Gambhir,KD Karthik,MS Bisla
19371,null,548368,9,JH Kallis,null,Right-hand bat,Right-arm fast-medium,South Africa,Player,Kolkata Knight Riders,Mumbai Indians,2012,null,37,null,null,null,G Gambhir,Harbhajan Singh,MS Bisla,KD Karthik
19372,null,548368,31,YK Pathan,null,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Mumbai Indians,2012,null,30,null,null,null,G Gambhir,Harbhajan Singh,MS Bisla,KD Karthik
19373,null,548368,40,G Gambhir,null,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Mumbai Indians,2012,null,31,null,null,null,G Gambhir,Harbhajan Singh,MS Bisla,KD Karthik
19374,null,548368,63,LR Shukla,null,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Mumbai Indians,2012,null,31,null,null,null,G Gambhir,Harbhajan Singh,MS Bisla,KD Karthik
19375,null,548368,66,B Lee,null,Right-hand bat,Right-arm fast,Australia,Player,Kolkata Knight Riders,Mumbai Indians,2012,null,36,null,null,null,G Gambhir,Harbhajan Singh,MS Bisla,KD Karthik
19376,null,548368,87,MK Tiwary,null,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Mumbai Indians,2012,null,27,null,null,null,G Gambhir,Harbhajan Singh,MS Bisla,KD Karthik
19377,null,548368,89,R Bhatia,null,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Mumbai Indians,2012,null,33,null,null,null,G Gambhir,Harbhajan Singh,MS Bisla,KD Karthik
19378,null,548368,95,DB Das,null,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Mumbai Indians,2012,null,26,null,null,null,G Gambhir,Harbhajan Singh,MS Bisla,KD Karthik
19379,null,548368,214,MS Bisla,null,Right-hand bat,N/A,India,Keeper,Kolkata Knight Riders,Mumbai Indians,2012,null,28,null,null,null,G Gambhir,Harbhajan Singh,MS Bisla,KD Karthik
19380,null,548368,276,Shakib Al Hasan,null,Left-hand bat,Slow left-arm orthodox,Bangladesh,Player,Kolkata Knight Riders,Mumbai Indians,2012,null,25,null,null,null,G Gambhir,Harbhajan Singh,MS Bisla,KD Karthik
19381,null,548368,315,SP Narine,null,Left-hand bat,Right-arm offbreak,West Indies,Player,Kolkata Knight Riders,Mumbai Indians,2012,null,24,null,null,null,G Gambhir,Harbhajan Singh,MS Bisla,KD Karthik
19382,null,548369,19,MEK Hussey,null,Left-hand bat,Right-arm medium,Australia,Player,Chennai Super Kings,Delhi Daredevils,2012,null,37,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
19383,null,548369,20,MS Dhoni,null,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Delhi Daredevils,2012,null,31,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
