player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper
14175,null,392196,78,VRV Singh,null,Right-hand bat,Right-arm medium-fast,India,Player,Kings XI Punjab,Royal Challengers Bangalore,2009,null,25,null,null,null,Yuvraj Singh,KP Pietersen,KC Sangakkara,RV Uthappa
14176,null,392196,161,RS Bopara,null,Right-hand bat,Right-arm medium,England,Player,Kings XI Punjab,Royal Challengers Bangalore,2009,null,24,null,null,null,Yuvraj Singh,KP Pietersen,KC Sangakkara,RV Uthappa
14177,null,392196,215,YA Abdulla,null,Left-hand bat,Left-arm fast-medium,India,Player,Kings XI Punjab,Royal Challengers Bangalore,2009,null,26,null,null,null,Yuvraj Singh,KP Pietersen,KC Sangakkara,RV Uthappa
14178,null,392196,440,RR Bose,null,Right-hand bat,Right-arm fast-medium,India,Player,Kings XI Punjab,Royal Challengers Bangalore,2009,null,30,null,null,null,Yuvraj Singh,KP Pietersen,KC Sangakkara,RV Uthappa
14179,null,392196,6,R Dravid,null,Right-hand bat,Right-arm offbreak,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2009,null,36,null,null,null,KP Pietersen,Yuvraj Singh,RV Uthappa,KC Sangakkara
14180,null,392196,8,V Kohli,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2009,null,21,null,null,null,KP Pietersen,Yuvraj Singh,RV Uthappa,KC Sangakkara
14181,null,392196,9,JH Kallis,null,Right-hand bat,Right-arm fast-medium,South Africa,Player,Royal Challengers Bangalore,Kings XI Punjab,2009,null,34,null,null,null,KP Pietersen,Yuvraj Singh,RV Uthappa,KC Sangakkara
14182,null,392196,14,P Kumar,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2009,null,23,null,null,null,KP Pietersen,Yuvraj Singh,RV Uthappa,KC Sangakkara
14183,null,392196,46,RV Uthappa,null,Right-hand bat,Right-arm medium,India,Keeper,Royal Challengers Bangalore,Kings XI Punjab,2009,null,24,null,null,null,KP Pietersen,Yuvraj Singh,RV Uthappa,KC Sangakkara
14184,null,392196,52,LRPL Taylor,null,Right-hand bat,Right-arm offbreak,New Zealand,Player,Royal Challengers Bangalore,Kings XI Punjab,2009,null,25,null,null,null,KP Pietersen,Yuvraj Singh,RV Uthappa,KC Sangakkara
14185,null,392196,75,Pankaj Singh,null,Right-hand bat,Right-arm medium-fast,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2009,null,24,null,null,null,KP Pietersen,Yuvraj Singh,RV Uthappa,KC Sangakkara
14186,null,392196,81,R Vinay Kumar,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2009,null,25,null,null,null,KP Pietersen,Yuvraj Singh,RV Uthappa,KC Sangakkara
14187,null,392196,124,A Kumble,null,Right-hand bat,Legbreak googly,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2009,null,39,null,null,null,KP Pietersen,Yuvraj Singh,RV Uthappa,KC Sangakkara
14188,null,392196,157,JD Ryder,null,Left-hand bat,Right-arm medium,New Zealand,Player,Royal Challengers Bangalore,Kings XI Punjab,2009,null,25,null,null,null,KP Pietersen,Yuvraj Singh,RV Uthappa,KC Sangakkara
14189,null,392196,158,KP Pietersen,null,Right-hand bat,Right-arm offbreak,South Africa,Captain,Royal Challengers Bangalore,Kings XI Punjab,2009,null,29,null,null,null,KP Pietersen,Yuvraj Singh,RV Uthappa,KC Sangakkara
14190,null,392197,53,AC Gilchrist,null,Left-hand bat,Right-arm offbreak,Australia,CaptainKeeper,Deccan Chargers,Mumbai Indians,2009,null,38,null,null,null,AC Gilchrist,SR Tendulkar,AC Gilchrist,PR Shah
14191,null,392197,54,Y Venugopal Rao,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Mumbai Indians,2009,null,27,null,null,null,AC Gilchrist,SR Tendulkar,AC Gilchrist,PR Shah
14192,null,392197,55,VVS Laxman,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Mumbai Indians,2009,null,35,null,null,null,AC Gilchrist,SR Tendulkar,AC Gilchrist,PR Shah
14193,null,392197,57,RG Sharma,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Mumbai Indians,2009,null,22,null,null,null,AC Gilchrist,SR Tendulkar,AC Gilchrist,PR Shah
14194,null,392197,61,RP Singh,null,Right-hand bat,Left-arm fast-medium,India,Player,Deccan Chargers,Mumbai Indians,2009,null,24,null,null,null,AC Gilchrist,SR Tendulkar,AC Gilchrist,PR Shah
14195,null,392197,97,HH Gibbs,null,Right-hand bat,Right-arm bowler,South Africa,Player,Deccan Chargers,Mumbai Indians,2009,null,35,null,null,null,AC Gilchrist,SR Tendulkar,AC Gilchrist,PR Shah
14196,null,392197,112,DB Ravi Teja,null,Right-hand bat,Legbreak googly,India,Player,Deccan Chargers,Mumbai Indians,2009,null,22,null,null,null,AC Gilchrist,SR Tendulkar,AC Gilchrist,PR Shah
14197,null,392197,131,PP Ojha,null,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Mumbai Indians,2009,null,23,null,null,null,AC Gilchrist,SR Tendulkar,AC Gilchrist,PR Shah
14198,null,392197,147,DR Smith,null,Right-hand bat,Right-arm medium,West Indies,Player,Deccan Chargers,Mumbai Indians,2009,null,26,null,null,null,AC Gilchrist,SR Tendulkar,AC Gilchrist,PR Shah
14199,null,392197,165,FH Edwards,null,Right-hand bat,Right-arm fast,West Indies,Player,Deccan Chargers,Mumbai Indians,2009,null,27,null,null,null,AC Gilchrist,SR Tendulkar,AC Gilchrist,PR Shah
14200,null,392197,256,Harmeet Singh,null,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Mumbai Indians,2009,null,17,null,null,null,AC Gilchrist,SR Tendulkar,AC Gilchrist,PR Shah
14201,null,392197,15,Z Khan,null,Right-hand bat,Left-arm fast-medium,India,Player,Mumbai Indians,Deccan Chargers,2009,null,31,null,null,null,SR Tendulkar,AC Gilchrist,PR Shah,AC Gilchrist
14202,null,392197,42,S Dhawan,null,Left-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Deccan Chargers,2009,null,24,null,null,null,SR Tendulkar,AC Gilchrist,PR Shah,AC Gilchrist
14203,null,392197,44,ST Jayasuriya,null,Left-hand bat,Slow left-arm orthodox,Sri Lanka,Player,Mumbai Indians,Deccan Chargers,2009,null,40,null,null,null,SR Tendulkar,AC Gilchrist,PR Shah,AC Gilchrist
14204,null,392197,47,PR Shah,null,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Deccan Chargers,2009,null,22,null,null,null,SR Tendulkar,AC Gilchrist,PR Shah,AC Gilchrist
14205,null,392197,48,AM Nayar,null,Left-hand bat,Right-arm medium,India,Player,Mumbai Indians,Deccan Chargers,2009,null,26,null,null,null,SR Tendulkar,AC Gilchrist,PR Shah,AC Gilchrist
14206,null,392197,50,Harbhajan Singh,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Deccan Chargers,2009,null,29,null,null,null,SR Tendulkar,AC Gilchrist,PR Shah,AC Gilchrist
14207,null,392197,71,DJ Bravo,null,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Deccan Chargers,2009,null,26,null,null,null,SR Tendulkar,AC Gilchrist,PR Shah,AC Gilchrist
14208,null,392197,80,DS Kulkarni,null,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Deccan Chargers,2009,null,21,null,null,null,SR Tendulkar,AC Gilchrist,PR Shah,AC Gilchrist
14209,null,392197,133,SR Tendulkar,null,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Deccan Chargers,2009,null,36,null,null,null,SR Tendulkar,AC Gilchrist,PR Shah,AC Gilchrist
14210,null,392197,154,JP Duminy,null,Left-hand bat,Right-arm offbreak,South Africa,Player,Mumbai Indians,Deccan Chargers,2009,null,25,null,null,null,SR Tendulkar,AC Gilchrist,PR Shah,AC Gilchrist
14211,null,392197,194,SL Malinga,null,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Deccan Chargers,2009,null,26,null,null,null,SR Tendulkar,AC Gilchrist,PR Shah,AC Gilchrist
14212,null,392199,40,G Gambhir,null,Left-hand bat,Legbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2009,null,28,null,null,null,V Sehwag,KP Pietersen,KD Karthik,MV Boucher
14213,null,392199,41,V Sehwag,null,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Royal Challengers Bangalore,2009,null,31,null,null,null,V Sehwag,KP Pietersen,KD Karthik,MV Boucher
14214,null,392199,73,A Nehra,null,Right-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2009,null,30,null,null,null,V Sehwag,KP Pietersen,KD Karthik,MV Boucher
14215,null,392199,88,KD Karthik,null,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Royal Challengers Bangalore,2009,null,24,null,null,null,V Sehwag,KP Pietersen,KD Karthik,MV Boucher
14216,null,392199,110,AB de Villiers,null,Right-hand bat,Right-arm medium,South Africa,Player,Delhi Daredevils,Royal Challengers Bangalore,2009,null,25,null,null,null,V Sehwag,KP Pietersen,KD Karthik,MV Boucher
14217,null,392199,116,PJ Sangwan,null,Right-hand bat,Left-arm medium,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2009,null,19,null,null,null,V Sehwag,KP Pietersen,KD Karthik,MV Boucher
14218,null,392199,135,TM Dilshan,null,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Delhi Daredevils,Royal Challengers Bangalore,2009,null,33,null,null,null,V Sehwag,KP Pietersen,KD Karthik,MV Boucher
14219,null,392199,136,A Mishra,null,Right-hand bat,Legbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2009,null,27,null,null,null,V Sehwag,KP Pietersen,KD Karthik,MV Boucher
14220,null,392199,171,M Manhas,null,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2009,null,30,null,null,null,V Sehwag,KP Pietersen,KD Karthik,MV Boucher
14221,null,392199,175,DL Vettori,null,Left-hand bat,Slow left-arm orthodox,New Zealand,Player,Delhi Daredevils,Royal Challengers Bangalore,2009,null,30,null,null,null,V Sehwag,KP Pietersen,KD Karthik,MV Boucher
14222,null,392199,223,DP Nannes,null,Right-hand bat,Left-arm fast,Australia,Player,Delhi Daredevils,Royal Challengers Bangalore,2009,null,33,null,null,null,V Sehwag,KP Pietersen,KD Karthik,MV Boucher
14223,null,392199,8,V Kohli,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2009,null,21,null,null,null,KP Pietersen,V Sehwag,MV Boucher,KD Karthik
14224,null,392199,9,JH Kallis,null,Right-hand bat,Right-arm fast-medium,South Africa,Player,Royal Challengers Bangalore,Delhi Daredevils,2009,null,34,null,null,null,KP Pietersen,V Sehwag,MV Boucher,KD Karthik
14225,null,392199,11,MV Boucher,null,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Delhi Daredevils,2009,null,33,null,null,null,KP Pietersen,V Sehwag,MV Boucher,KD Karthik
14226,null,392199,12,B Akhil,null,Right-hand bat,Right-arm medium-fast,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2009,null,32,null,null,null,KP Pietersen,V Sehwag,MV Boucher,KD Karthik
14227,null,392199,46,RV Uthappa,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2009,null,24,null,null,null,KP Pietersen,V Sehwag,MV Boucher,KD Karthik
14228,null,392199,52,LRPL Taylor,null,Right-hand bat,Right-arm offbreak,New Zealand,Player,Royal Challengers Bangalore,Delhi Daredevils,2009,null,25,null,null,null,KP Pietersen,V Sehwag,MV Boucher,KD Karthik
14229,null,392199,75,Pankaj Singh,null,Right-hand bat,Right-arm medium-fast,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2009,null,24,null,null,null,KP Pietersen,V Sehwag,MV Boucher,KD Karthik
14230,null,392199,81,R Vinay Kumar,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2009,null,25,null,null,null,KP Pietersen,V Sehwag,MV Boucher,KD Karthik
14231,null,392199,124,A Kumble,null,Right-hand bat,Legbreak googly,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2009,null,39,null,null,null,KP Pietersen,V Sehwag,MV Boucher,KD Karthik
14232,null,392199,158,KP Pietersen,null,Right-hand bat,Right-arm offbreak,South Africa,Captain,Royal Challengers Bangalore,Delhi Daredevils,2009,null,29,null,null,null,KP Pietersen,V Sehwag,MV Boucher,KD Karthik
14233,null,392199,181,KP Appanna,null,Right-hand bat,Slow left-arm orthodox,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2009,null,21,null,null,null,KP Pietersen,V Sehwag,MV Boucher,KD Karthik
14234,null,392200,24,K Goel,null,Left-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Rajasthan Royals,2009,null,23,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,M Rawat
14235,null,392200,26,KC Sangakkara,null,Left-hand bat,Right-arm offbreak,Sri Lanka,Keeper,Kings XI Punjab,Rajasthan Royals,2009,null,32,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,M Rawat
14236,null,392200,27,Yuvraj Singh,null,Left-hand bat,Slow left-arm orthodox,India,Captain,Kings XI Punjab,Rajasthan Royals,2009,null,28,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,M Rawat
14237,null,392200,29,IK Pathan,null,Left-hand bat,Left-arm medium-fast,India,Player,Kings XI Punjab,Rajasthan Royals,2009,null,25,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,M Rawat
14238,null,392200,64,DPMD Jayawardene,null,Right-hand bat,Right-arm medium,Sri Lanka,Player,Kings XI Punjab,Rajasthan Royals,2009,null,32,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,M Rawat
14239,null,392200,67,PP Chawla,null,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Rajasthan Royals,2009,null,21,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,M Rawat
14240,null,392200,68,WA Mota,null,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2009,null,28,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,M Rawat
14241,null,392200,78,VRV Singh,null,Right-hand bat,Right-arm medium-fast,India,Player,Kings XI Punjab,Rajasthan Royals,2009,null,25,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,M Rawat
14242,null,392200,153,RR Powar,null,Right-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Rajasthan Royals,2009,null,31,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,M Rawat
14243,null,392200,161,RS Bopara,null,Right-hand bat,Right-arm medium,England,Player,Kings XI Punjab,Rajasthan Royals,2009,null,24,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,M Rawat
14244,null,392200,215,YA Abdulla,null,Left-hand bat,Left-arm fast-medium,India,Player,Kings XI Punjab,Rajasthan Royals,2009,null,26,null,null,null,Yuvraj Singh,SK Warne,KC Sangakkara,M Rawat
14245,null,392200,31,YK Pathan,null,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Kings XI Punjab,2009,null,27,null,null,null,SK Warne,Yuvraj Singh,M Rawat,KC Sangakkara
14246,null,392200,35,RA Jadeja,null,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Kings XI Punjab,2009,null,21,null,null,null,SK Warne,Yuvraj Singh,M Rawat,KC Sangakkara
14247,null,392200,36,M Rawat,null,Right-hand bat,N/A,India,Keeper,Rajasthan Royals,Kings XI Punjab,2009,null,24,null,null,null,SK Warne,Yuvraj Singh,M Rawat,KC Sangakkara
14248,null,392200,38,SK Warne,null,Right-hand bat,Legbreak googly,Australia,Captain,Rajasthan Royals,Kings XI Punjab,2009,null,40,null,null,null,SK Warne,Yuvraj Singh,M Rawat,KC Sangakkara
14249,null,392200,74,GC Smith,null,Left-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Kings XI Punjab,2009,null,28,null,null,null,SK Warne,Yuvraj Singh,M Rawat,KC Sangakkara
14250,null,392200,101,SA Asnodkar,null,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Kings XI Punjab,2009,null,25,null,null,null,SK Warne,Yuvraj Singh,M Rawat,KC Sangakkara
14251,null,392200,126,MM Patel,null,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Kings XI Punjab,2009,null,26,null,null,null,SK Warne,Yuvraj Singh,M Rawat,KC Sangakkara
14252,null,392200,137,AD Mascarenhas,null,Right-hand bat,Right-arm fast-medium,England,Player,Rajasthan Royals,Kings XI Punjab,2009,null,32,null,null,null,SK Warne,Yuvraj Singh,M Rawat,KC Sangakkara
14253,null,392200,160,Kamran Khan,null,Left-hand bat,Left-arm medium-fast,India,Player,Rajasthan Royals,Kings XI Punjab,2009,null,18,null,null,null,SK Warne,Yuvraj Singh,M Rawat,KC Sangakkara
14254,null,392200,168,RJ Quiney,null,Left-hand bat,Right-arm medium,Australia,Player,Rajasthan Royals,Kings XI Punjab,2009,null,27,null,null,null,SK Warne,Yuvraj Singh,M Rawat,KC Sangakkara
14255,null,392200,169,AS Raut,null,Right-hand bat,Legbreak googly,India,Player,Rajasthan Royals,Kings XI Punjab,2009,null,22,null,null,null,SK Warne,Yuvraj Singh,M Rawat,KC Sangakkara
14256,null,392201,53,AC Gilchrist,null,Left-hand bat,Right-arm offbreak,Australia,CaptainKeeper,Deccan Chargers,Chennai Super Kings,2009,null,38,null,null,null,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
14257,null,392201,54,Y Venugopal Rao,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Chennai Super Kings,2009,null,27,null,null,null,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
14258,null,392201,55,VVS Laxman,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Chennai Super Kings,2009,null,35,null,null,null,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
14259,null,392201,57,RG Sharma,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Chennai Super Kings,2009,null,22,null,null,null,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
14260,null,392201,61,RP Singh,null,Right-hand bat,Left-arm fast-medium,India,Player,Deccan Chargers,Chennai Super Kings,2009,null,24,null,null,null,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
14261,null,392201,97,HH Gibbs,null,Right-hand bat,Right-arm bowler,South Africa,Player,Deccan Chargers,Chennai Super Kings,2009,null,35,null,null,null,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
14262,null,392201,131,PP Ojha,null,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Chennai Super Kings,2009,null,23,null,null,null,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
14263,null,392201,147,DR Smith,null,Right-hand bat,Right-arm medium,West Indies,Player,Deccan Chargers,Chennai Super Kings,2009,null,26,null,null,null,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
14264,null,392201,165,FH Edwards,null,Right-hand bat,Right-arm fast,West Indies,Player,Deccan Chargers,Chennai Super Kings,2009,null,27,null,null,null,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
14265,null,392201,172,AA Bilakhia,null,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Chennai Super Kings,2009,null,23,null,null,null,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
14266,null,392201,179,Shoaib Ahmed,null,Right-hand bat,Right-arm fast-medium,Pakistan,Player,Deccan Chargers,Chennai Super Kings,2009,null,19,null,null,null,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
14267,null,392201,17,PA Patel,null,Left-hand bat,N/A,India,Player,Chennai Super Kings,Deccan Chargers,2009,null,24,null,null,null,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
14268,null,392201,18,ML Hayden,null,Left-hand bat,Right-arm medium,Australia,Player,Chennai Super Kings,Deccan Chargers,2009,null,38,null,null,null,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
14269,null,392201,20,MS Dhoni,null,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Deccan Chargers,2009,null,28,null,null,null,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
14270,null,392201,21,SK Raina,null,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2009,null,23,null,null,null,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
14271,null,392201,22,JDP Oram,null,Left-hand bat,Right-arm fast-medium,New Zealand,Player,Chennai Super Kings,Deccan Chargers,2009,null,31,null,null,null,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
14272,null,392201,23,S Badrinath,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2009,null,29,null,null,null,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
14273,null,392201,109,JA Morkel,null,Left-hand bat,Right-arm medium-fast,South Africa,Player,Chennai Super Kings,Deccan Chargers,2009,null,28,null,null,null,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
14274,null,392201,119,Joginder Sharma,null,Right-hand bat,Right-arm fast-medium,India,Player,Chennai Super Kings,Deccan Chargers,2009,null,26,null,null,null,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
14275,null,392201,120,MS Gony,null,Right-hand bat,Right-arm medium,India,Player,Chennai Super Kings,Deccan Chargers,2009,null,25,null,null,null,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
14276,null,392201,121,M Muralitharan,null,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Chennai Super Kings,Deccan Chargers,2009,null,37,null,null,null,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
14277,null,392201,151,L Balaji,null,Right-hand bat,Right-arm medium-fast,India,Player,Chennai Super Kings,Deccan Chargers,2009,null,28,null,null,null,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
14278,null,392202,1,SC Ganguly,null,Left-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Mumbai Indians,2009,null,37,null,null,null,BB McCullum,SR Tendulkar,BB McCullum,PR Shah
14279,null,392202,2,BB McCullum,null,Right-hand bat,Right-arm medium,New Zealand,CaptainKeeper,Kolkata Knight Riders,Mumbai Indians,2009,null,28,null,null,null,BB McCullum,SR Tendulkar,BB McCullum,PR Shah
14280,null,392202,63,LR Shukla,null,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Mumbai Indians,2009,null,28,null,null,null,BB McCullum,SR Tendulkar,BB McCullum,PR Shah
14281,null,392202,84,I Sharma,null,Right-hand bat,Right-arm fast-medium,India,Player,Kolkata Knight Riders,Mumbai Indians,2009,null,21,null,null,null,BB McCullum,SR Tendulkar,BB McCullum,PR Shah
14282,null,392202,104,BJ Hodge,null,Right-hand bat,Right-arm offbreak,Australia,Player,Kolkata Knight Riders,Mumbai Indians,2009,null,35,null,null,null,BB McCullum,SR Tendulkar,BB McCullum,PR Shah
14283,null,392202,106,AB Dinda,null,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Mumbai Indians,2009,null,25,null,null,null,BB McCullum,SR Tendulkar,BB McCullum,PR Shah
14284,null,392202,162,CH Gayle,null,Left-hand bat,Right-arm offbreak,West Indies,Player,Kolkata Knight Riders,Mumbai Indians,2009,null,30,null,null,null,BB McCullum,SR Tendulkar,BB McCullum,PR Shah
14285,null,392202,170,Yashpal Singh,null,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Mumbai Indians,2009,null,28,null,null,null,BB McCullum,SR Tendulkar,BB McCullum,PR Shah
14286,null,392202,173,AN Ghosh,null,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Mumbai Indians,2009,null,23,null,null,null,BB McCullum,SR Tendulkar,BB McCullum,PR Shah
14287,null,392202,174,BAW Mendis,null,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Kolkata Knight Riders,Mumbai Indians,2009,null,24,null,null,null,BB McCullum,SR Tendulkar,BB McCullum,PR Shah
14288,null,392202,395,Anureet Singh,null,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Mumbai Indians,2009,null,21,null,null,null,BB McCullum,SR Tendulkar,BB McCullum,PR Shah
14289,null,392202,15,Z Khan,null,Right-hand bat,Left-arm fast-medium,India,Player,Mumbai Indians,Kolkata Knight Riders,2009,null,31,null,null,null,SR Tendulkar,BB McCullum,PR Shah,BB McCullum
14290,null,392202,42,S Dhawan,null,Left-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kolkata Knight Riders,2009,null,24,null,null,null,SR Tendulkar,BB McCullum,PR Shah,BB McCullum
14291,null,392202,44,ST Jayasuriya,null,Left-hand bat,Slow left-arm orthodox,Sri Lanka,Player,Mumbai Indians,Kolkata Knight Riders,2009,null,40,null,null,null,SR Tendulkar,BB McCullum,PR Shah,BB McCullum
14292,null,392202,47,PR Shah,null,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Kolkata Knight Riders,2009,null,22,null,null,null,SR Tendulkar,BB McCullum,PR Shah,BB McCullum
14293,null,392202,48,AM Nayar,null,Left-hand bat,Right-arm medium,India,Player,Mumbai Indians,Kolkata Knight Riders,2009,null,26,null,null,null,SR Tendulkar,BB McCullum,PR Shah,BB McCullum
14294,null,392202,50,Harbhajan Singh,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kolkata Knight Riders,2009,null,29,null,null,null,SR Tendulkar,BB McCullum,PR Shah,BB McCullum
14295,null,392202,71,DJ Bravo,null,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Kolkata Knight Riders,2009,null,26,null,null,null,SR Tendulkar,BB McCullum,PR Shah,BB McCullum
14296,null,392202,79,SS Tiwary,null,Left-hand bat,N/A,India,Player,Mumbai Indians,Kolkata Knight Riders,2009,null,20,null,null,null,SR Tendulkar,BB McCullum,PR Shah,BB McCullum
14297,null,392202,133,SR Tendulkar,null,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Kolkata Knight Riders,2009,null,36,null,null,null,SR Tendulkar,BB McCullum,PR Shah,BB McCullum
14298,null,392202,154,JP Duminy,null,Left-hand bat,Right-arm offbreak,South Africa,Player,Mumbai Indians,Kolkata Knight Riders,2009,null,25,null,null,null,SR Tendulkar,BB McCullum,PR Shah,BB McCullum
14299,null,392202,194,SL Malinga,null,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Kolkata Knight Riders,2009,null,26,null,null,null,SR Tendulkar,BB McCullum,PR Shah,BB McCullum
14300,null,392203,40,G Gambhir,null,Left-hand bat,Legbreak,India,Player,Delhi Daredevils,Rajasthan Royals,2009,null,28,null,null,null,V Sehwag,SK Warne,KD Karthik,M Rawat
14301,null,392203,41,V Sehwag,null,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Rajasthan Royals,2009,null,31,null,null,null,V Sehwag,SK Warne,KD Karthik,M Rawat
